bioguide_id,last_name,first_name,type,party,state,district,gender,birthday,twitter,facebook,url
N000181,Nunes,Devin,rep,Republican,CA,22,M,1973-10-01,RepDevinNunes,,https://nunes.house.gov
O000168,Olson,Pete,rep,Republican,TX,22,M,1962-12-09,RepPeteOlson,Rep.PeteOlson,https://olson.house.gov
P000601,Palazzo,Steven,rep,Republican,MS,4,M,1970-02-21,CongPalazzo,stevenpalazzo,https://palazzo.house.gov
P000034,Pallone,Frank,rep,Democrat,NJ,6,M,1951-10-30,FrankPallone,repfrankpallone,https://pallone.house.gov
P000096,Pascrell,Bill,rep,Democrat,NJ,9,M,1937-01-25,BillPascrell,pascrell,https://pascrell.house.gov
P000603,Paul,Rand,sen,Republican,KY,,M,1963-01-07,,SenatorRandPaul,https://www.paul.senate.gov
P000594,Paulsen,Erik,rep,Republican,MN,3,M,1965-05-14,RepErikPaulsen,CongressmanErikPaulsen,https://paulsen.house.gov
P000588,Pearce,Stevan,rep,Republican,NM,2,M,1947-08-24,RepStevePearce,RepStevePearce,https://pearce.house.gov
P000197,Pelosi,Nancy,rep,Democrat,CA,12,F,1940-03-26,NancyPelosi,NancyPelosi,https://pelosi.house.gov
P000593,Perlmutter,Ed,rep,Democrat,CO,7,M,1953-05-01,RepPerlmutter,RepPerlmutter,https://perlmutter.house.gov
P000595,Peters,Gary,sen,Democrat,MI,,M,1958-12-01,SenGaryPeters,SenGaryPeters,https://www.peters.senate.gov
P000258,Peterson,Collin,rep,Democrat,MN,7,M,1944-06-29,,,https://collinpeterson.house.gov
P000597,Pingree,Chellie,rep,Democrat,ME,1,F,1955-04-02,ChelliePingree,ChelliePingree,https://pingree.house.gov
P000592,Poe,Ted,rep,Republican,TX,2,M,1948-09-10,JudgeTedPoe,106631626049851,https://poe.house.gov
P000598,Polis,Jared,rep,Democrat,CO,2,M,1975-05-12,RepJaredPolis,jaredpolis,https://polis.house.gov
P000449,Portman,Robert,sen,Republican,OH,,M,1955-12-19,SenRobPortman,senrobportman,https://www.portman.senate.gov
P000599,Posey,Bill,rep,Republican,FL,8,M,1947-12-18,CongBillPosey,bill.posey15,https://posey.house.gov
P000523,Price,David,rep,Democrat,NC,4,M,1940-08-17,RepDavidEPrice,RepDavidEPrice,https://price.house.gov
Q000023,Quigley,Mike,rep,Democrat,IL,5,M,1958-10-17,RepMikeQuigley,repmikequigley,https://quigley.house.gov
R000585,Reed,Tom,rep,Republican,NY,23,M,1971-11-18,RepTomReed,RepTomReed,https://reed.house.gov
R000578,Reichert,David,rep,Republican,WA,8,M,1950-08-29,DaveReichert,repdavereichert,https://reichert.house.gov
R000586,Renacci,James,rep,Republican,OH,16,M,1958-12-03,RepJimRenacci,repjimrenacci,https://renacci.house.gov
R000588,Richmond,Cedric,rep,Democrat,LA,2,M,1973-09-13,RepRichmond,RepRichmond,https://richmond.house.gov
R000591,Roby,Martha,rep,Republican,AL,2,F,1976-07-27,RepMarthaRoby,Representative.Martha.Roby,https://roby.house.gov
R000582,Roe,David,rep,Republican,TN,1,M,1945-07-21,DrPhilRoe,DrPhilRoe,https://roe.house.gov
R000395,Rogers,Harold,rep,Republican,KY,5,M,1937-12-31,RepHalRogers,CongressmanHalRogers,https://halrogers.house.gov
R000575,Rogers,Mike,rep,Republican,AL,3,M,1958-07-16,RepMikeRogersAL,CongressmanMikeDRogers,https://mikerogers.house.gov
R000409,Rohrabacher,Dana,rep,Republican,CA,48,M,1947-06-21,reprohrabacher,RepRohrabacher,https://rohrabacher.house.gov
R000592,Rokita,Todd,rep,Republican,IN,4,M,1970-02-09,ToddRokita,RepToddRokita,http://rokita.house.gov
R000583,Rooney,Thomas,rep,Republican,FL,17,M,1970-11-21,TomRooney,reptomrooney,https://rooney.house.gov
R000435,Ros-Lehtinen,Ileana,rep,Republican,FL,27,F,1952-07-15,RosLehtinen,iroslehtinen,https://ros-lehtinen.house.gov
R000580,Roskam,Peter,rep,Republican,IL,6,M,1961-09-13,PeterRoskam,PeterRoskam,https://roskam.house.gov
R000593,Ross,Dennis,rep,Republican,FL,15,M,1959-10-18,RepDennisRoss,dennis.ross.376,https://dennisross.house.gov
R000486,Roybal-Allard,Lucille,rep,Democrat,CA,40,F,1941-06-12,RepRoybalAllard,RepRoybalAllard,https://roybal-allard.house.gov
R000487,Royce,Edward,rep,Republican,CA,39,M,1951-10-12,RepEdRoyce,EdRoyce,https://royce.house.gov
R000595,Rubio,Marco,sen,Republican,FL,,M,1971-05-28,SenRubioPress,SenatorMarcoRubio,https://www.rubio.senate.gov
R000576,Ruppersberger,C.,rep,Democrat,MD,2,M,1946-01-31,Call_Me_Dutch,DutchRupp,https://ruppersberger.house.gov
R000515,Rush,Bobby,rep,Democrat,IL,1,M,1946-11-23,RepBobbyRush,congressmanbobbyrush,https://rush.house.gov
R000570,Ryan,Paul,rep,Republican,WI,1,M,1970-01-29,SpeakerRyan,speakerryan,https://paulryan.house.gov
R000577,Ryan,Tim,rep,Democrat,OH,13,M,1973-07-16,RepTimRyan,timryan,https://timryan.house.gov
S001168,Sarbanes,John,rep,Democrat,MD,3,M,1962-05-22,RepSarbanes,RepSarbanes,https://sarbanes.house.gov
S001176,Scalise,Steve,rep,Republican,LA,1,M,1965-10-06,SteveScalise,RepSteveScalise,https://scalise.house.gov
S001145,Schakowsky,Janice,rep,Democrat,IL,9,F,1944-05-26,JanSchakowsky,janschakowsky,https://schakowsky.house.gov
S001150,Schiff,Adam,rep,Democrat,CA,28,M,1960-06-22,RepAdamSchiff,RepAdamSchiff,https://schiff.house.gov
S001180,Schrader,Kurt,rep,Democrat,OR,5,M,1951-10-19,RepSchrader,repschrader,https://schrader.house.gov
S000148,Schumer,Charles,sen,Democrat,NY,,M,1950-11-23,SenSchumer,senschumer,https://www.schumer.senate.gov
S001183,Schweikert,David,rep,Republican,AZ,6,M,1962-03-03,RepDavid,repdavidschweikert,https://schweikert.house.gov
S001189,Scott,Austin,rep,Republican,GA,8,M,1969-12-10,AustinScottGA08,RepAustinScott,https://austinscott.house.gov
S001157,Scott,David,rep,Democrat,GA,13,M,1945-06-27,RepDavidScott,113303673339,https://davidscott.house.gov
S000185,Scott,Robert,rep,Democrat,VA,3,M,1947-04-30,BobbyScott,RepBobbyScott,https://bobbyscott.house.gov
S001184,Scott,Tim,sen,Republican,SC,,M,1965-09-19,SenatorTimScott,SenatorTimScott,https://www.scott.senate.gov
S000244,Sensenbrenner,F.,rep,Republican,WI,5,M,1943-06-14,JimPressOffice,RepSensenbrenner,https://sensenbrenner.house.gov
S000248,Serrano,José,rep,Democrat,NY,15,M,1943-10-24,RepJoseSerrano,RepJoseSerrano,https://serrano.house.gov
S000250,Sessions,Pete,rep,Republican,TX,32,M,1955-03-22,PeteSessions,petesessions,https://sessions.house.gov
S001185,Sewell,Terri,rep,Democrat,AL,7,F,1965-01-01,RepTerriSewell,RepSewell,https://sewell.house.gov
S000320,Shelby,Richard,sen,Republican,AL,,M,1934-05-06,SenShelby,RichardShelby,https://www.shelby.senate.gov
S000344,Sherman,Brad,rep,Democrat,CA,30,M,1954-10-24,BradSherman,63158229861,https://sherman.house.gov
S000364,Shimkus,John,rep,Republican,IL,15,M,1958-02-21,RepShimkus,repshimkus,https://shimkus.house.gov
S001154,Shuster,Bill,rep,Republican,PA,9,M,1961-01-10,RepBillShuster,Rep.Shuster,https://shuster.house.gov
S001148,Simpson,Michael,rep,Republican,ID,2,M,1950-09-08,CongMikeSimpson,96007744606,https://simpson.house.gov
S001165,Sires,Albio,rep,Democrat,NJ,8,M,1951-01-26,RepSires,81058818750,https://sires.house.gov
S000480,Slaughter,Louise,rep,Democrat,NY,25,F,1929-08-14,LouiseSlaughter,RepLouiseSlaughter,https://louise.house.gov
S000510,Smith,Adam,rep,Democrat,WA,9,M,1965-06-15,RepAdamSmith,RepAdamSmith,https://adamsmith.house.gov
S001172,Smith,Adrian,rep,Republican,NE,3,M,1970-12-19,RepAdrianSmith,,https://adriansmith.house.gov
S000522,Smith,Christopher,rep,Republican,NJ,4,M,1953-03-04,RepChrisSmith,RepChrisSmith,https://chrissmith.house.gov
S000583,Smith,Lamar,rep,Republican,TX,21,M,1947-11-19,LamarSmithTX21,LamarSmithTX21,https://lamarsmith.house.gov
S001175,Speier,Jackie,rep,Democrat,CA,14,F,1950-05-14,RepSpeier,JackieSpeier,https://speier.house.gov
S001187,Stivers,Steve,rep,Republican,OH,15,M,1965-03-24,RepSteveStivers,116058275133542,https://stivers.house.gov
S001156,Sánchez,Linda,rep,Democrat,CA,38,F,1969-01-28,RepLindaSanchez,CongresswomanLindaSanchez,https://lindasanchez.house.gov
T000193,Thompson,Bennie,rep,Democrat,MS,2,M,1948-01-28,BennieGThompson,CongressmanBennieGThompson,https://benniethompson.house.gov
T000460,Thompson,Mike,rep,Democrat,CA,5,M,1951-01-24,RepThompson,RepMikeThompson,https://mikethompson.house.gov
T000467,Thompson,Glenn,rep,Republican,PA,5,M,1959-07-27,CongressmanGT,CongressmanGT,https://thompson.house.gov
T000238,Thornberry,Mac,rep,Republican,TX,13,M,1958-07-15,MacTXPress,repmacthornberry,https://thornberry.house.gov
T000250,Thune,John,sen,Republican,SD,,M,1961-01-07,SenJohnThune,,https://www.thune.senate.gov
T000462,Tiberi,Patrick,rep,Republican,OH,12,M,1962-10-21,pattiberi,RepPatTiberi,https://tiberi.house.gov
T000470,Tipton,Scott,rep,Republican,CO,3,M,1956-11-09,RepTipton,CongressmanScottTipton,https://tipton.house.gov
T000469,Tonko,Paul,rep,Democrat,NY,20,M,1949-06-18,RepPaulTonko,reppaultonko,https://tonko.house.gov
T000461,Toomey,Patrick,sen,Republican,PA,,M,1961-11-17,SenToomey,senatortoomey,https://www.toomey.senate.gov
T000465,Tsongas,Niki,rep,Democrat,MA,3,F,1946-04-26,NikiInTheHouse,RepTsongas,https://tsongas.house.gov
T000463,Turner,Michael,rep,Republican,OH,10,M,1960-01-11,RepMikeTurner,RepMikeTurner,https://turner.house.gov
U000031,Upton,Fred,rep,Republican,MI,6,M,1953-04-23,RepFredUpton,RepFredUpton,https://upton.house.gov
V000128,Van Hollen,Chris,sen,Democrat,MD,,M,1959-01-10,ChrisVanHollen,chrisvanhollen,https://www.vanhollen.senate.gov
V000081,Velázquez,Nydia,rep,Democrat,NY,7,F,1953-03-28,NydiaVelazquez,8037068318,https://velazquez.house.gov
V000108,Visclosky,Peter,rep,Democrat,IN,1,M,1949-08-13,RepVisclosky,repvisclosky,https://visclosky.house.gov
W000798,Walberg,Tim,rep,Republican,MI,7,M,1951-04-12,RepWalberg,RepWalberg,https://walberg.house.gov
W000791,Walden,Greg,rep,Republican,OR,2,M,1957-01-10,RepGregWalden,repgregwalden,https://walden.house.gov
W000799,Walz,Timothy,rep,Democrat,MN,1,M,1964-04-06,RepTimWalz,,https://walz.house.gov
W000797,Wasserman Schultz,Debbie,rep,Democrat,FL,23,F,1966-09-27,RepDWStweets,RepDWS,https://wassermanschultz.house.gov
W000187,Waters,Maxine,rep,Democrat,CA,43,F,1938-08-15,RepMaxineWaters,MaxineWaters,https://waters.house.gov
W000806,Webster,Daniel,rep,Republican,FL,11,M,1949-04-27,RepWebster,RepWebster,https://webster.house.gov
W000800,Welch,Peter,rep,Democrat,VT,0,M,1947-05-02,PeterWelch,PeterWelch,https://welch.house.gov
W000795,Wilson,Joe,rep,Republican,SC,2,M,1947-07-31,RepJoeWilson,JoeWilson,https://joewilson.house.gov
W000808,Wilson,Frederica,rep,Democrat,FL,24,F,1942-11-05,RepWilson,RepWilson,https://wilson.house.gov
W000804,Wittman,Robert,rep,Republican,VA,1,M,1959-02-03,RobWittman,RepRobWittman,https://wittman.house.gov
W000809,Womack,Steve,rep,Republican,AR,3,M,1957-02-18,Rep_SteveWomack,RepSteveWomack,https://womack.house.gov
W000810,Woodall,Rob,rep,Republican,GA,7,M,1970-02-11,RepRobWoodall,RepRobWoodall,https://woodall.house.gov
W000779,Wyden,Ron,sen,Democrat,OR,,M,1949-05-03,RonWyden,,https://www.wyden.senate.gov
Y000062,Yarmuth,John,rep,Democrat,KY,3,M,1947-11-04,RepJohnYarmuth,214258646163,https://yarmuth.house.gov
Y000063,Yoder,Kevin,rep,Republican,KS,3,M,1976-01-08,RepKevinYoder,CongressmanKevinYoder,https://yoder.house.gov
Y000033,Young,Don,rep,Republican,AK,0,M,1933-06-09,RepDonYoung,RepDonYoung,https://donyoung.house.gov
Y000064,Young,Todd,sen,Republican,IN,,M,1972-08-24,SenToddYoung,SenatorToddYoung,https://www.young.senate.gov
H001041,Heller,Dean,sen,Republican,NV,,M,1960-05-10,SenDeanHeller,SenDeanHeller,https://www.heller.senate.gov/public
A000369,Amodei,Mark,rep,Republican,NV,2,M,1958-06-12,MarkAmodeiNV2,MarkAmodeiNV2,https://amodei.house.gov
B001278,Bonamici,Suzanne,rep,Democrat,OR,1,F,1954-10-14,RepBonamici,congresswomanbonamici,https://bonamici.house.gov
D000617,DelBene,Suzan,rep,Democrat,WA,1,F,1962-02-17,RepDelBene,RepDelBene,https://delbene.house.gov
M001184,Massie,Thomas,rep,Republican,KY,4,M,1971-01-13,RepThomasMassie,RepThomasMassie,https://massie.house.gov
P000604,Payne,Donald,rep,Democrat,NJ,10,M,1958-12-17,RepDonaldPayne,DonaldPayneJr,https://payne.house.gov
S001194,Schatz,Brian,sen,Democrat,HI,,M,1972-10-20,SenBrianSchatz,SenBrianSchatz,https://www.schatz.senate.gov
F000454,Foster,Bill,rep,Democrat,IL,11,M,1955-10-07,RepBillFoster,CongressmanBillFoster,https://foster.house.gov
T000468,Titus,Dina,rep,Democrat,NV,1,F,1950-05-23,RepDinaTitus,CongresswomanTitus,https://titus.house.gov
C001095,Cotton,Tom,sen,Republican,AR,,M,1977-05-13,SenTomCotton,SenatorTomCotton,https://www.cotton.senate.gov
S001191,Sinema,Kyrsten,rep,Democrat,AZ,9,F,1976-07-12,RepSinema,CongresswomanSinema,https://sinema.house.gov
L000578,LaMalfa,Doug,rep,Republican,CA,1,M,1960-07-02,RepLaMalfa,RepLaMalfa,https://lamalfa.house.gov
H001068,Huffman,Jared,rep,Democrat,CA,2,M,1964-02-18,RepHuffman,RepHuffman,https://huffman.house.gov
B001287,Bera,Ami,rep,Democrat,CA,7,M,1965-03-02,RepBera,RepAmiBera,https://bera.house.gov
C001094,Cook,Paul,rep,Republican,CA,8,M,1943-03-03,RepPaulCook,RepPaulCook,https://cook.house.gov
S001193,Swalwell,Eric,rep,Democrat,CA,15,M,1980-11-16,RepSwalwell,CongressmanEricSwalwell,https://swalwell.house.gov
V000129,Valadao,David,rep,Republican,CA,21,M,1977-04-14,RepDavidValadao,CongressmanDavidValadao,https://valadao.house.gov
B001285,Brownley,Julia,rep,Democrat,CA,26,F,1952-08-28,JuliaBrownley26,RepJuliaBrownley,https://juliabrownley.house.gov
C001097,Cárdenas,Tony,rep,Democrat,CA,29,M,1963-03-31,RepCardenas,repcardenas,https://cardenas.house.gov
R000599,Ruiz,Raul,rep,Democrat,CA,36,M,1972-08-25,CongressmanRuiz,CongressmanRaulRuizMD,https://ruiz.house.gov
T000472,Takano,Mark,rep,Democrat,CA,41,M,1960-12-10,RepMarkTakano,RepMarkTakano,https://takano.house.gov
L000579,Lowenthal,Alan,rep,Democrat,CA,47,M,1941-03-08,RepLowenthal,RepLowenthal,https://lowenthal.house.gov
V000130,Vargas,Juan,rep,Democrat,CA,51,M,1961-03-07,RepJuanVargas,RepJuanVargas,https://vargas.house.gov
P000608,Peters,Scott,rep,Democrat,CA,52,M,1958-06-17,RepScottPeters,RepScottPeters,https://scottpeters.house.gov
E000293,Esty,Elizabeth,rep,Democrat,CT,5,F,1959-08-25,RepEsty,RepEsty,https://esty.house.gov
Y000065,Yoho,Ted,rep,Republican,FL,3,M,1955-04-13,RepTedYoho,CongressmanTedYoho,https://yoho.house.gov
D000621,DeSantis,Ron,rep,Republican,FL,6,M,1978-09-14,RepDeSantis,RepDeSantis,https://desantis.house.gov
F000462,Frankel,Lois,rep,Democrat,FL,21,F,1948-05-16,RepLoisFrankel,RepLoisFrankel,https://frankel.house.gov
C001093,Collins,Doug,rep,Republican,GA,9,M,1966-08-16,RepDougCollins,RepresentativeDougCollins,https://dougcollins.house.gov
G000571,Gabbard,Tulsi,rep,Democrat,HI,2,F,1981-04-12,TulsiPress,RepTulsiGabbard,https://gabbard.house.gov
D000622,Duckworth,Tammy,sen,Democrat,IL,,F,1968-03-12,SenDuckworth,SenDuckworth,https://www.duckworth.senate.gov
D000619,Davis,Rodney,rep,Republican,IL,13,M,1970-01-05,RodneyDavis,RepRodneyDavis,https://rodneydavis.house.gov
B001286,Bustos,Cheri,rep,Democrat,IL,17,F,1961-10-17,RepCheri,RepCheri,https://bustos.house.gov
W000813,Walorski,Jackie,rep,Republican,IN,2,F,1963-08-17,RepWalorski,RepJackieWalorski,https://walorski.house.gov
B001284,Brooks,Susan,rep,Republican,IN,5,F,1960-08-25,SusanWBrooks,congresswomansusanwbrooks,https://susanwbrooks.house.gov
M001189,Messer,Luke,rep,Republican,IN,6,M,1969-02-27,RepLukeMesser,RepLukeMesser,https://messer.house.gov
B001282,Barr,Garland,rep,Republican,KY,6,M,1973-07-24,RepAndyBarr,RepAndyBarr,https://barr.house.gov
W000817,Warren,Elizabeth,sen,Democrat,MA,,F,1949-06-22,SenWarren,senatorelizabethwarren,https://www.warren.senate.gov
K000379,Kennedy,Joseph,rep,Democrat,MA,4,M,1980-10-04,RepJoeKennedy,301936109927957,https://kennedy.house.gov
D000620,Delaney,John,rep,Democrat,MD,6,M,1963-04-16,RepJohnDelaney,congressmanjohndelaney,https://delaney.house.gov
K000383,King,Angus,sen,Independent,ME,,M,1944-03-31,SenAngusKing,SenatorAngusSKingJr,https://www.king.senate.gov
K000380,Kildee,Daniel,rep,Democrat,MI,5,M,1958-08-11,RepDanKildee,RepDanKildee,https://dankildee.house.gov
N000127,Nolan,Richard,rep,Democrat,MN,8,M,1943-12-17,USRepRickNolan,UsRepRickNolan,https://nolan.house.gov
W000812,Wagner,Ann,rep,Republican,MO,2,F,1962-09-13,RepAnnWagner,RepAnnWagner,https://wagner.house.gov
D000618,Daines,Steve,sen,Republican,MT,,M,1962-08-20,SteveDaines,SteveDainesMT,https://www.daines.senate.gov
H001067,Hudson,Richard,rep,Republican,NC,8,M,1971-11-04,RepRichHudson,RepRichHudson,https://hudson.house.gov
P000606,Pittenger,Robert,rep,Republican,NC,9,M,1948-08-15,RepPittenger,congressmanpittenger,https://pittenger.house.gov
M001187,Meadows,Mark,rep,Republican,NC,11,M,1959-07-28,RepMarkMeadows,Repmarkmeadows,https://meadows.house.gov
H001065,Holding,George,rep,Republican,NC,2,M,1968-04-17,RepHolding,CongressmanGeorgeHolding,https://holding.house.gov
H001069,Heitkamp,Heidi,sen,Democrat,ND,,F,1955-10-30,SenatorHeitkamp,SenatorHeidiHeitkamp,https://www.heitkamp.senate.gov/public
C001096,Cramer,Kevin,rep,Republican,ND,0,M,1961-01-21,RepKevinCramer,CongressmanKevinCramer,https://cramer.house.gov
F000463,Fischer,Deb,sen,Republican,NE,,F,1951-03-01,SenatorFischer,senatordebfischer,https://www.fischer.senate.gov
K000382,Kuster,Ann,rep,Democrat,NH,2,F,1956-09-05,RepAnnieKuster,CongresswomanAnnieKuster,https://kuster.house.gov
L000580,Lujan Grisham,Michelle,rep,Democrat,NM,1,F,1959-10-24,RepLujanGrisham,RepLujanGrisham,https://lujangrisham.house.gov
M001188,Meng,Grace,rep,Democrat,NY,6,F,1975-10-01,RepGraceMeng,repgracemeng,https://meng.house.gov
J000294,Jeffries,Hakeem,rep,Democrat,NY,8,M,1970-08-04,RepJeffries,RepHakeemJeffries,https://jeffries.house.gov
M001185,Maloney,Sean,rep,Democrat,NY,18,M,1966-07-30,RepSeanMaloney,RepSeanMaloney,https://seanmaloney.house.gov
C001092,Collins,Chris,rep,Republican,NY,27,M,1950-05-20,RepChrisCollins,RepChrisCollins,https://chriscollins.house.gov
W000815,Wenstrup,Brad,rep,Republican,OH,2,M,1958-06-17,RepBradWenstrup,RepBradWenstrup,https://wenstrup.house.gov
B001281,Beatty,Joyce,rep,Democrat,OH,3,F,1950-03-12,RepBeatty,RepJoyceBeatty,https://beatty.house.gov
J000295,Joyce,David,rep,Republican,OH,14,M,1957-03-17,RepDaveJoyce,RepDaveJoyce,https://joyce.house.gov
B001283,Bridenstine,Jim,rep,Republican,OK,1,M,1975-06-15,RepJBridenstine,CongressmanJimBridenstine,https://bridenstine.house.gov
M001190,Mullin,Markwayne,rep,Republican,OK,2,M,1977-07-26,RepMullin,RepMullin,https://mullin.house.gov
P000605,Perry,Scott,rep,Republican,PA,4,M,1962-05-27,RepScottPerry,repscottperry,https://perry.house.gov
R000598,Rothfus,Keith,rep,Republican,PA,12,M,1962-04-25,KeithRothfus,keithrothfus,https://rothfus.house.gov
C001090,Cartwright,Matthew,rep,Democrat,PA,17,M,1961-05-01,RepCartwright,CongressmanMattCartwright,https://cartwright.house.gov
R000597,Rice,Tom,rep,Republican,SC,7,M,1957-08-04,RepTomRice,reptomrice,https://rice.house.gov
C001098,Cruz,Ted,sen,Republican,TX,,M,1970-12-22,SenTedCruz,SenatorTedCruz,https://www.cruz.senate.gov
W000814,Weber,Randy,rep,Republican,TX,14,M,1953-07-02,TXRandy14,TXRandy14,https://weber.house.gov
O000170,O’Rourke,Beto,rep,Democrat,TX,16,M,1972-09-26,RepBetoORourke,betoorourketx16,https://orourke.house.gov
C001091,Castro,Joaquin,rep,Democrat,TX,20,M,1974-09-16,JoaquinCastrotx,326420614138023,https://castro.house.gov
W000816,Williams,Roger,rep,Republican,TX,25,M,1949-09-13,RepRWilliams,RepRogerWilliams,https://williams.house.gov
V000131,Veasey,Marc,rep,Democrat,TX,33,M,1971-01-03,RepVeasey,CongressmanMarcVeasey,https://veasey.house.gov
V000132,Vela,Filemon,rep,Democrat,TX,34,M,1963-02-13,RepFilemonVela,USCongressmanFilemonVela,https://vela.house.gov
S001192,Stewart,Chris,rep,Republican,UT,2,M,1960-07-15,RepChrisStewart,RepChrisStewart,https://stewart.house.gov
K000384,Kaine,Timothy,sen,Democrat,VA,,M,1958-02-26,SenKaineOffice,SenatorKaine,https://www.kaine.senate.gov
K000381,Kilmer,Derek,rep,Democrat,WA,6,M,1974-01-01,RepDerekKilmer,derek.kilmer,https://kilmer.house.gov
H001064,Heck,Denny,rep,Democrat,WA,10,M,1952-07-29,RepDennyHeck,CongressmanDennyHeck,https://dennyheck.house.gov
P000607,Pocan,Mark,rep,Democrat,WI,2,M,1964-08-14,RepMarkPocan,repmarkpocan,https://pocan.house.gov
K000385,Kelly,Robin,rep,Democrat,IL,2,F,1956-04-30,RepRobinKelly,reprobinkelly,https://robinkelly.house.gov
S000051,Sanford,Marshall,rep,Republican,SC,1,M,1960-05-28,RepSanfordSC,RepSanfordSC,https://sanford.house.gov
S001195,Smith,Jason,rep,Republican,MO,8,M,1980-06-16,RepJasonSmith,repjasonsmith,https://jasonsmith.house.gov
B001288,Booker,Cory,sen,Democrat,NJ,,M,1969-04-27,SenBooker,,https://www.booker.senate.gov
C001101,Clark,Katherine,rep,Democrat,MA,5,F,1963-07-17,RepKClark,CongresswomanClark,https://katherineclark.house.gov
B001289,Byrne,Bradley,rep,Republican,AL,1,M,1955-02-16,RepByrne,RepByrne,https://byrne.house.gov
B001290,Brat,David,rep,Republican,VA,7,M,1964-07-27,RepDaveBrat,RepDaveBrat,https://brat.house.gov
N000188,Norcross,Donald,rep,Democrat,NJ,1,M,1958-12-13,DonaldNorcross,DonaldNorcrossNJ,https://norcross.house.gov
A000370,Adams,Alma,rep,Democrat,NC,12,F,1946-05-27,RepAdams,CongresswomanAdams,https://adams.house.gov
P000609,Palmer,Gary,rep,Republican,AL,6,M,1954-05-14,USRepGaryPalmer,CongressmanGaryPalmer,https://palmer.house.gov
H001072,Hill,French,rep,Republican,AR,2,M,1956-12-05,RepFrenchHill,RepFrenchHill,https://hill.house.gov
W000821,Westerman,Bruce,rep,Republican,AR,4,M,1967-11-18,RepWesterman,RepWesterman,https://westerman.house.gov
M001197,McSally,Martha,rep,Republican,AZ,2,F,1966-03-22,RepMcSally,RepMcSally,https://mcsally.house.gov
G000574,Gallego,Ruben,rep,Democrat,AZ,7,M,1979-11-20,RepRubenGallego,RepRubenGallego,https://rubengallego.house.gov
D000623,DeSaulnier,Mark,rep,Democrat,CA,11,M,1952-03-31,RepDeSaulnier,RepMarkDeSaulnier,https://desaulnier.house.gov
K000387,Knight,Steve,rep,Republican,CA,25,M,1966-12-17,SteveKnight25,RepresentativeSteveKnight,https://knight.house.gov
A000371,Aguilar,Pete,rep,Democrat,CA,31,M,1979-06-19,reppeteaguilar,reppeteaguilar,https://aguilar.house.gov
L000582,Lieu,Ted,rep,Democrat,CA,33,M,1969-03-29,RepTedLieu,RepTedLieu,https://lieu.house.gov
T000474,Torres,Norma,rep,Democrat,CA,35,F,1965-04-04,NormaJTorres,RepNormaTorres,https://torres.house.gov
W000820,Walters,Mimi,rep,Republican,CA,45,F,1962-05-14,RepMimiWalters,RepMimiWalters,https://walters.house.gov
B001297,Buck,Ken,rep,Republican,CO,4,M,1959-02-16,RepKenBuck,repkenbuck,https://buck.house.gov
C001107,Curbelo,Carlos,rep,Republican,FL,26,M,1980-03-01,RepCurbelo,repcurbelo,https://curbelo.house.gov
C001103,Carter,Buddy,rep,Republican,GA,1,M,1957-09-06,RepBuddyCarter,congressmanbuddycarter,https://buddycarter.house.gov
H001071,Hice,Jody,rep,Republican,GA,10,M,1960-04-22,congressmanhice,CongressmanJodyHice,https://hice.house.gov
L000583,Loudermilk,Barry,rep,Republican,GA,11,M,1963-12-22,RepLoudermilk,reploudermilk,https://loudermilk.house.gov
A000372,Allen,Rick,rep,Republican,GA,12,M,1951-11-07,reprickallen,CongressmanRickAllen,https://allen.house.gov
B001294,Blum,Rod,rep,Republican,IA,1,M,1955-04-26,RepRodBlum,congressmanrodblum,https://blum.house.gov
Y000066,Young,David,rep,Republican,IA,3,M,1968-05-11,RepDavidYoung,RepDavidYoung,https://davidyoung.house.gov
B001295,Bost,Mike,rep,Republican,IL,12,M,1960-12-30,RepBost,RepBost,https://bost.house.gov
A000374,Abraham,Ralph,rep,Republican,LA,5,M,1954-09-16,RepAbraham,CongressmanRalphAbraham,https://abraham.house.gov
G000577,Graves,Garret,rep,Republican,LA,6,M,1972-01-31,RepGarretGraves,CongressmanGarretGraves,https://garretgraves.house.gov
M001196,Moulton,Seth,rep,Democrat,MA,6,M,1978-10-24,teammoulton,CongressmanSethMoulton,https://moulton.house.gov
P000611,Poliquin,Bruce,rep,Republican,ME,2,M,1953-11-01,RepPoliquin,RepPoliquin,https://poliquin.house.gov
M001194,Moolenaar,John,rep,Republican,MI,4,M,1961-05-08,RepMoolenaar,RepMoolenaar,https://moolenaar.house.gov
B001293,Bishop,Mike,rep,Republican,MI,8,M,1967-03-18,RepMikeBishop,RepMikeBishop,https://mikebishop.house.gov
T000475,Trott,Dave,rep,Republican,MI,11,M,1960-10-16,repdavetrott,RepDaveTrott,https://trott.house.gov
D000624,Dingell,Debbie,rep,Democrat,MI,12,F,1953-11-23,RepDebDingell,RepDebbieDingell,https://debbiedingell.house.gov
L000581,Lawrence,Brenda,rep,Democrat,MI,14,F,1954-10-18,RepLawrence,395759603917487,https://lawrence.house.gov
E000294,Emmer,Tom,rep,Republican,MN,6,M,1961-03-03,RepTomEmmer,reptomemmer,https://emmer.house.gov
R000603,Rouzer,David,rep,Republican,NC,7,M,1972-02-16,RepDavidRouzer,RepRouzer,https://rouzer.house.gov
